stmtid,accountno,branch,custid,txncode,txnrefno,narration,txndate,valuedate,ccy,amount,lcyamount,excrate,ourref,systemid,override,inuser,indatetime,authuser,audatetime,userbranch
99078116.002,920003000001,01,990099,12,MT0102000012,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,7000,7000,0,9843546738,MT,,Online,02-Jan-25 22:12:52,Auto,02-Jan-25 22:12:52,BNK
99008898.001,012103069697,01,306969,12,MT0102000013,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,7500,7500,0,920003000001,MT,,Online,02-Jan-25 22:12:52,Auto,02-Jan-25 22:12:52,BNK
99008898.002,920003000001,01,990099,12,MT0102000013,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,7500,7500,0,9803246564,MT,,Online,02-Jan-25 22:12:52,Auto,02-Jan-25 22:12:52,BNK
99000514.001,012101302790,01,130279,12,MT0102000014,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,8000,8000,0,920003000001,MT,,Online,02-Jan-25 22:12:52,Auto,02-Jan-25 22:12:52,BNK
99000514.002,920003000001,01,990099,12,MT0102000014,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,8000,8000,0,9842739700,MT,,Online,02-Jan-25 22:12:52,Auto,02-Jan-25 22:12:52,BNK
99059852.001,011 03627209,01,362720,12,MT0102000015,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,8500,8500,0,920003000001,MT,,Online,02-Jan-25 22:12:52,Auto,02-Jan-25 22:12:52,BNK
99059852.002,920003000001,01,990099,12,MT0102000015,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,8500,8500,0,20080527,MT,,Online,02-Jan-25 22:12:52,Auto,02-Jan-25 22:12:52,BNK
99076206.001,012100116214,01,11621,12,MT0102000016,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,9000,9000,0,920003000001,MT,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99076206.002,920003000001,01,990099,12,MT0102000016,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,9000,9000,0,9846041618,MT,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99197467.001,012104440579,01,444057,12,MT0102000017,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,9500,9500,0,920003000001,MT,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99197467.002,920003000001,01,990099,12,MT0102000017,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,9500,9500,0,9814315526,MT,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99185603.001,012103069542,01,306954,12,MT0102000018,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,10000,10000,0,920003000001,MT,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99185603.002,920003000001,01,990099,12,MT0102000018,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,10000,10000,0,9854031875,MT,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99080657.001,011806830259,01,683025,12,MT0102000019,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,10500,10500,0,920003000001,MT,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99080657.002,920003000001,01,990099,12,MT0102000019,Mobile Transfer,06-Jan-25,06-Jan-25,NPR,10500,10500,0,9851122924,MT,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99048060.001,012104444661,01,444466,15,IB0102000001,InterNet Banking,06-Jan-25,06-Jan-25,NPR,1000,1000,0,920004000001,IB,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99048060.002,920004000001,01,990099,15,IB0102000001,InterNet Banking,06-Jan-25,06-Jan-25,NPR,1000,1000,0,012104444661,IB,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99100881.001,012104444503,01,444450,15,IB0102000002,InterNet Banking,06-Jan-25,06-Jan-25,NPR,1500,1500,0,920004000001,IB,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99100881.002,920004000001,01,990099,15,IB0102000002,InterNet Banking,06-Jan-25,06-Jan-25,NPR,1500,1500,0,012104444503,IB,,Online,02-Jan-25 22:12:53,Auto,02-Jan-25 22:12:53,BNK
99097601.001,012104443533,01,444353,15,IB0102000003,InterNet Banking,06-Jan-25,06-Jan-25,NPR,2000,2000,0,920004000001,IB,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99097601.002,920004000001,01,990099,15,IB0102000003,InterNet Banking,06-Jan-25,06-Jan-25,NPR,2000,2000,0,012104443533,IB,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99053282.001,012104000726,01,400072,15,IB0102000004,InterNet Banking,06-Jan-25,06-Jan-25,NPR,2500,2500,0,920004000001,IB,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99053282.002,920004000001,01,990099,15,IB0102000004,InterNet Banking,06-Jan-25,06-Jan-25,NPR,2500,2500,0,012104000726,IB,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99155703.001,012104444691,01,444469,16,AT0102000001,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,10500,10500,0,920005000001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99155703.002,920005000001,01,990099,16,AT0102000001,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,10500,10500,0,ATM:21001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99190152.001,012106832188,01,683218,16,AT0102000002,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,11000,11000,0,920005000001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99190152.002,920005000001,01,990099,16,AT0102000002,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,11000,11000,0,ATM:21001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99082291.001,012100398838,01,39883,16,AT0102000003,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,11500,11500,0,920005000001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99082291.002,920005000001,01,990099,16,AT0102000003,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,11500,11500,0,ATM:21001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99057686.001,012103053344,01,305334,16,AT0102000004,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,12000,12000,0,920005000001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99057686.002,920005000001,01,990099,16,AT0102000004,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,12000,12000,0,ATM:21001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99036141.001,012100191946,01,19194,16,AT0102000005,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,12500,12500,0,920005000001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99036141.002,920005000001,01,990099,16,AT0102000005,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,12500,12500,0,ATM:21001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99089818.001,012100196042,01,19604,16,AT0102000006,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,13000,13000,0,920005000001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99089818.002,920005000001,01,990099,16,AT0102000006,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,13000,13000,0,ATM:21001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99157972.001,012106830446,01,683044,16,AT0102000007,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,13500,13500,0,920005000001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99157972.002,920005000001,01,990099,16,AT0102000007,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,13500,13500,0,ATM:21001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99047935.001,012104442024,01,444202,16,AT0102000008,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,14000,14000,0,920005000001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99047935.002,920005000001,01,990099,16,AT0102000008,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,14000,14000,0,ATM:21001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99128975.001,012102656901,01,265690,16,AT0102000009,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,14500,14500,0,920005000001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99128975.002,920005000001,01,990099,16,AT0102000009,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,14500,14500,0,ATM:21001,AT,,Online,02-Jan-25 22:12:54,Auto,02-Jan-25 22:12:54,BNK
99126053.001,012100756459,01,75645,16,AT0102000010,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,15000,15000,0,920005000001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99126053.002,920005000001,01,990099,16,AT0102000010,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,15000,15000,0,ATM:22001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99060871.001,014502304634,01,230463,16,AT0102000011,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,15500,15500,0,920005000001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99060871.002,920005000001,01,990099,16,AT0102000011,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,15500,15500,0,ATM:22001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99173788.001,012101299388,01,129938,16,AT0102000012,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,16000,16000,0,920005000001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99173788.002,920005000001,01,990099,16,AT0102000012,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,16000,16000,0,ATM:22001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99220270.001,012104024459,01,402445,16,AT0102000013,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,16500,16500,0,920005000001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99220270.002,920005000001,01,990099,16,AT0102000013,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,16500,16500,0,ATM:22001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99216834.001,012100071219,01,7121,16,AT0102000014,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,17000,17000,0,920005000001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99216834.002,920005000001,01,990099,16,AT0102000014,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,17000,17000,0,ATM:22001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99157769.001,012106832234,01,683223,16,AT0102000015,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,17500,17500,0,920005000001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99157769.002,920005000001,01,990099,16,AT0102000015,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,17500,17500,0,ATM:22001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99217942.001,012104443126,01,444312,16,AT0102000016,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,18000,18000,0,920005000001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99217942.002,920005000001,01,990099,16,AT0102000016,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,18000,18000,0,ATM:22001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99080057.001,014500002947,01,294,16,AT0102000017,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,18500,18500,0,920005000001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99080057.002,920005000001,01,990099,16,AT0102000017,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,18500,18500,0,ATM:22001,AT,,Online,02-Jan-25 22:12:55,Auto,02-Jan-25 22:12:55,BNK
99174333.001,011804032924,01,403292,16,AT0102000018,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,19000,19000,0,920005000001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99174333.002,920005000001,01,990099,16,AT0102000018,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,19000,19000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99057223.001,011804000614,01,400061,16,AT0102000019,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,19500,19500,0,920005000001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99057223.002,920005000001,01,990099,16,AT0102000019,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,19500,19500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99153951.001,012106830342,01,683034,16,AT0102000020,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,20000,20000,0,920005000001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99153951.002,920005000001,01,990099,16,AT0102000020,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,20000,20000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99014182.001,012106830048,01,683004,16,AT0102000021,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,20500,20500,0,920005000001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99014182.002,920005000001,01,990099,16,AT0102000021,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,20500,20500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99149583.001,012104443782,01,444378,16,AT0102000022,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,21000,21000,0,920005000001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99149583.002,920005000001,01,990099,16,AT0102000022,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,21000,21000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99191620.001,011802026069,01,202606,16,AT0102000023,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,21500,21500,0,920005000001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99191620.002,920005000001,01,990099,16,AT0102000023,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,21500,21500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99127643.001,012103629889,01,362988,16,AT0102000024,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,22000,22000,0,920005000001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99127643.002,920005000001,01,990099,16,AT0102000024,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,22000,22000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99047127.001,012100070948,01,7094,16,AT0102000025,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,22500,22500,0,920005000001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99047127.002,920005000001,01,990099,16,AT0102000025,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,22500,22500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99040020.001,012103069159,01,306915,16,AT0102000026,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,23000,23000,0,920005000001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99040020.002,920005000001,01,990099,16,AT0102000026,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,23000,23000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:56,Auto,02-Jan-25 22:12:56,BNK
99038926.001,012104440297,01,444029,16,AT0102000027,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,23500,23500,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99038926.002,920005000001,01,990099,16,AT0102000027,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,23500,23500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99065171.001,012106830265,01,683026,16,AT0102000028,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,24000,24000,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99065171.002,920005000001,01,990099,16,AT0102000028,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,24000,24000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99169628.001,012101007449,01,100744,16,AT0102000029,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,24500,24500,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99169628.002,920005000001,01,990099,16,AT0102000029,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,24500,24500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99072440.001,122304656356,12,465635,16,AT0102000030,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,25000,25000,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99072440.002,920005000001,12,990099,16,AT0102000030,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,25000,25000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99064294.001,123603581014,12,358101,16,AT0102000031,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,25500,25500,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99064294.002,920005000001,12,990099,16,AT0102000031,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,25500,25500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99013972.001,124001526553,12,152655,16,AT0102000032,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,26000,26000,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99013972.002,920005000001,12,990099,16,AT0102000032,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,26000,26000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99102289.001,124000637450,12,63745,16,AT0102000033,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,26500,26500,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99102289.002,920005000001,12,990099,16,AT0102000033,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,26500,26500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99127561.001,124001112702,12,111270,16,AT0102000034,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,27000,27000,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99127561.002,920005000001,12,990099,16,AT0102000034,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,27000,27000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99080084.001,122204661499,12,466149,16,AT0102000035,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,27500,27500,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99080084.002,920005000001,12,990099,16,AT0102000035,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,27500,27500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99110356.001,122205864916,12,586491,16,AT0102000036,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,28000,28000,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99110356.002,920005000001,12,990099,16,AT0102000036,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,28000,28000,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99124004.001,121 00497144,12,49714,16,AT0102000037,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,28500,28500,0,920005000001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99124004.002,920005000001,12,990099,16,AT0102000037,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,28500,28500,0,ATM:24001,AT,,Online,02-Jan-25 22:12:57,Auto,02-Jan-25 22:12:57,BNK
99018754.001,122202053011,12,205301,16,AT0102000038,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,29000,29000,0,920005000001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99018754.002,920005000001,12,990099,16,AT0102000038,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,29000,29000,0,ATM:23001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99219484.001,122201520878,12,152087,16,AT0102000039,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,29500,29500,0,920005000001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99219484.002,920005000001,12,990099,16,AT0102000039,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,29500,29500,0,ATM:23001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99173723.001,124604662206,12,466220,16,AT0102000040,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,30000,30000,0,920005000001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99173723.002,920005000001,12,990099,16,AT0102000040,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,30000,30000,0,ATM:23001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99088829.001,122305639996,12,563999,16,AT0102000041,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,30500,30500,0,920005000001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99088829.002,920005000001,12,990099,16,AT0102000041,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,30500,30500,0,ATM:23001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99061173.001,122200487983,12,48798,16,AT0102000042,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,31000,31000,0,920005000001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99061173.002,920005000001,12,990099,16,AT0102000042,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,31000,31000,0,ATM:23001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99098579.001,123601111164,12,111116,16,AT0102000043,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,31500,31500,0,920005000001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99098579.002,920005000001,12,990099,16,AT0102000043,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,31500,31500,0,ATM:23001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99033695.001,124001112751,12,111275,16,AT0102000044,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,32000,32000,0,920005000001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99033695.002,920005000001,12,990099,16,AT0102000044,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,32000,32000,0,ATM:23001,AT,,Online,02-Jan-25 22:12:58,Auto,02-Jan-25 22:12:58,BNK
99171429.001,122205876969,12,587696,16,AT0102000045,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,32500,32500,0,920005000001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99171429.002,920005000001,12,990099,16,AT0102000045,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,32500,32500,0,ATM:23001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99161236.001,123602432967,12,243296,16,AT0102000046,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,33000,33000,0,920005000001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99161236.002,920005000001,12,990099,16,AT0102000046,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,33000,33000,0,ATM:23001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99149519.001,122206025057,12,602505,16,AT0102000047,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,33500,33500,0,920005000001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99149519.002,920005000001,12,990099,16,AT0102000047,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,33500,33500,0,ATM:23001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99147652.001,122204663919,12,466391,16,AT0102000048,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,34000,34000,0,920005000001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99147652.002,920005000001,12,990099,16,AT0102000048,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,34000,34000,0,ATM:23001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99022238.001,122200181989,12,18198,16,AT0102000049,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,34500,34500,0,920005000001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99022238.002,920005000001,12,990099,16,AT0102000049,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,34500,34500,0,ATM:23001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99081520.001,122200356006,12,35600,16,AT0102000050,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,35000,35000,0,920005000001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99081520.002,920005000001,12,990099,16,AT0102000050,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,35000,35000,0,ATM:23001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
99035844.001,124001525384,12,152538,16,AT0102000051,ATM Withdrawal,06-Jan-25,06-Jan-25,NPR,35500,35500,0,920005000001,AT,,Online,02-Jan-25 22:12:59,Auto,02-Jan-25 22:12:59,BNK
